/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5
205,232,215,194,232,166,166,134,135,160,155,135,260,232,232,155,166,134,135,232,194,232,232,260,215,166,160,205,135,155,232,155
232,214,215,212,248,156,156,155,161,165,155,155,241,232,232,138,156,155,155,232,212,214,232,241,215,156,165,232,161,138,248,155
214,205,233,215,232,156,135,134,138,135,161,134,241,232,260,163,135,134,134,232,215,205,260,241,233,156,135,214,138,163,232,161
260,241,261,261,205,166,156,160,155,160,160,155,248,241,232,163,156,160,155,241,261,241,232,248,261,166,160,260,155,163,205,160
241,241,212,261,205,161,166,135,155,135,160,155,241,232,241,155,166,135,155,232,261,241,241,241,212,161,135,241,155,155,205,160
260,260,233,194,260,161,166,135,163,135,165,171,241,241,248,155,166,135,171,241,194,260,248,241,233,161,135,260,163,155,260,165
248,260,194,200,205,139,156,138,165,155,165,138,214,193,260,160,156,138,138,193,200,260,260,214,194,139,155,248,165,160,205,165
211,232,206,206,241,139,161,163,161,171,138,171,260,241,232,135,161,163,171,241,206,232,232,260,206,139,171,211,161,135,241,138
214,241,215,200,193,166,161,171,163,160,135,135,241,241,241,165,161,171,135,241,200,241,241,241,215,166,160,214,163,165,193,135
260,205,249,233,248,161,135,171,155,155,161,165,241,211,260,160,135,171,165,211,233,205,260,241,249,161,155,260,155,160,248,161
214,260,233,233,241,172,139,171,135,155,155,138,248,260,232,138,139,171,138,260,233,260,232,248,233,172,155,214,135,138,241,155
241,232,212,233,232,135,166,135,155,155,135,138,248,248,241,163,166,135,138,248,233,232,241,248,212,135,155,241,155,163,232,135
205,260,212,233,260,166,136,155,155,134,135,155,260,232,260,138,136,155,155,232,233,260,260,260,212,166,134,205,155,138,260,135
193,199,261,233,260,172,162,171,138,163,135,163,248,232,214,155,162,171,163,232,233,199,214,248,261,172,163,193,138,155,260,135
211,193,215,215,193,156,166,135,138,155,161,138,232,241,232,138,166,135,138,241,215,193,232,232,215,156,155,211,138,138,193,161
241,193,194,215,241,161,166,171,155,155,155,155,241,232,260,135,166,171,155,232,215,193,260,241,194,161,155,241,155,135,241,155
260,205,194,249,211,164,164,155,163,155,138,160,193,241,260,135,164,155,160,241,249,205,260,193,194,164,155,260,163,135,211,138
260,232,261,242,241,166,136,171,163,165,163,135,248,214,248,155,136,171,135,214,242,232,248,248,261,166,165,260,163,155,241,163
214,260,215,233,211,166,139,138,155,155,165,155,241,241,193,135,139,138,155,241,233,260,193,241,215,166,155,214,155,135,211,165
232,260,200,212,211,166,139,135,134,134,135,165,214,232,232,171,139,135,165,232,212,260,232,214,200,166,134,232,134,171,211,135
260,232,261,194,241,166,156,138,165,165,161,134,260,232,232,160,156,138,134,232,194,232,232,260,261,166,165,260,165,160,241,161
193,260,206,233,248,161,136,163,160,160,138,135,205,232,248,135,136,163,135,232,233,260,248,205,206,161,160,193,160,135,248,138
232,232,206,194,211,135,164,155,155,155,155,155,214,248,241,165,164,155,155,248,194,232,241,214,206,135,155,232,155,165,211,155
260,214,212,242,248,136,161,161,163,155,161,134,232,241,214,161,161,161,134,241,242,214,214,232,212,136,155,260,163,161,248,161
232,211,233,249,193,136,164,138,134,160,161,135,232,211,232,138,164,138,135,211,249,211,232,232,233,136,160,232,134,138,193,161
241,211,242,242,260,136,135,135,155,160,155,171,241,199,232,161,135,135,171,199,242,211,232,241,242,136,160,241,155,161,260,155
232,232,261,194,211,156,166,134,160,171,163,138,248,214,241,155,166,134,138,214,194,232,241,248,261,156,171,232,160,155,211,163
193,232,194,249,205,162,135,155,163,163,155,135,248,232,232,155,135,155,135,232,249,232,232,248,194,162,163,193,163,155,205,155
232,211,233,200,248,139,136,161,135,155,135,155,211,232,241,134,136,161,155,232,200,211,241,211,233,139,155,232,135,134,248,135
260,248,233,215,248,156,161,165,165,165,135,165,193,241,232,135,161,165,165,241,215,248,232,193,233,156,165,260,165,135,248,135
241,260,249,261,211,172,139,138,155,155,155,138,211,232,248,161,139,138,138,232,261,260,248,211,249,172,155,241,155,161,211,155
260,241,242,233,241,161,156,155,134,155,163,138,241,241,232,138,156,155,138,241,233,241,232,241,242,161,155,260,134,138,241,163
260,248,242,215,241,172,156,155,155,160,138,155,193,232,232,165,156,155,155,232,215,248,232,193,242,172,160,260,155,165,241,138
232,214,242,206,211,172,136,155,165,161,135,155,211,232,241,155,136,155,155,232,206,214,241,211,242,172,161,232,165,155,211,135
211,260,233,242,260,164,139,155,163,165,155,134,205,241,241,161,139,155,134,241,242,260,241,205,233,164,165,211,163,161,260,155
248,232,200,233,241,139,166,134,163,161,155,155,260,241,248,138,166,134,155,241,233,232,248,260,200,139,161,248,163,138,241,155
241,232,200,261,214,166,135,155,161,160,134,155,211,248,214,161,135,155,155,248,261,232,214,211,200,166,160,241,161,161,214,134
260,241,249,261,232,161,166,155,165,155,138,165,248,248,248,165,166,155,165,248,261,241,248,248,249,161,155,260,165,165,232,138
232,211,206,233,193,139,156,161,138,161,155,171,241,241,260,163,156,161,171,241,233,211,260,241,206,139,161,232,138,163,193,155
241,260,249,206,214,166,156,160,155,134,155,135,241,232,232,163,156,160,135,232,206,260,232,241,249,166,134,241,155,163,214,155
241,241,242,249,193,166,139,161,134,163,135,165,232,241,232,135,139,161,165,241,249,241,232,232,242,166,163,241,134,135,193,135
232,232,233,200,211,156,162,163,155,134,165,155,260,214,241,155,162,163,155,214,200,232,241,260,233,156,134,232,155,155,211,165
232,241,200,215,199,156,156,165,155,163,138,138,193,241,232,163,156,165,138,241,215,241,232,193,200,156,163,232,155,163,199,138
193,214,212,212,241,136,139,138,165,165,160,134,260,241,193,155,139,138,134,241,212,214,193,260,212,136,165,193,165,155,241,160
211,232,242,206,248,166,166,160,155,155,155,155,241,241,214,161,166,160,155,241,206,232,214,241,242,166,155,211,155,161,248,155
232,241,242,200,241,135,136,160,155,155,160,135,211,214,232,155,136,160,135,214,200,241,232,211,242,135,155,232,155,155,241,160
248,241,212,261,248,164,136,171,135,163,161,135,214,193,211,155,136,171,135,193,261,241,211,214,212,164,163,248,135,155,248,161
214,260,215,242,241,135,162,160,161,135,163,135,193,241,232,155,162,160,135,241,242,260,232,193,215,135,135,214,161,155,241,163
248,241,215,206,241,161,136,155,155,163,155,155,205,232,248,163,136,155,155,232,206,241,248,205,215,161,163,248,155,163,241,155
241,260,215,212,248,135,139,171,155,135,135,165,193,193,214,160,139,171,165,193,212,260,214,193,215,135,135,241,155,160,248,135
241,241,261,212,241,166,172,165,155,155,155,138,205,205,232,160,172,165,138,205,212,241,232,205,261,166,155,241,155,160,241,155
232,260,261,194,260,156,139,161,163,155,165,135,248,260,260,161,139,161,135,260,194,260,260,248,261,156,155,232,163,161,260,165
232,260,233,206,248,164,164,155,155,161,165,155,232,241,241,135,164,155,155,241,206,260,241,232,233,164,161,232,155,135,248,165
241,241,194,215,248,162,135,135,160,155,138,155,248,248,232,138,135,135,155,248,215,241,232,248,194,162,155,241,160,138,248,138
248,232,249,194,205,156,162,160,163,134,138,134,241,211,211,171,162,160,134,211,194,232,211,241,249,156,134,248,163,171,205,138
211,260,215,233,248,136,156,155,163,163,134,155,193,193,248,163,156,155,155,193,233,260,248,193,215,136,163,211,163,163,248,134
248,260,194,212,211,166,172,135,155,155,134,135,260,232,260,163,172,135,135,232,212,260,260,260,194,166,155,248,155,163,211,134
241,241,242,215,211,136,139,134,155,165,155,163,241,241,232,138,139,134,163,241,215,241,232,241,242,136,165,241,155,138,211,155
241,260,206,200,248,136,156,135,165,134,155,155,248,248,232,163,156,135,155,248,200,260,232,248,206,136,134,241,165,163,248,155
241,232,242,212,214,139,139,135,171,160,155,138,205,232,260,161,139,135,138,232,212,232,260,205,242,139,160,241,171,161,214,155
260,260,206,242,248,139,162,135,163,165,155,171,241,232,248,155,162,135,171,232,242,260,248,241,206,139,165,260,163,155,248,155
193,260,215,212,205,135,139,155,134,160,155,165,241,232,260,155,139,155,165,232,212,260,260,241,215,135,160,193,134,155,205,155
248,211,249,212,193,136,139,134,135,165,160,165,248,232,232,135,139,134,165,232,212,211,232,248,249,136,165,248,135,135,193,160
232,241,200,212,193,156,139,160,155,163,134,165,193,232,241,135,139,160,165,232,212,241,241,193,200,156,163,232,155,135,193,134
214,199,261,242,214,172,139,138,135,163,135,138,205,214,232,138,139,138,138,214,242,199,232,205,261,172,163,214,135,138,214,135
260,260,242,261,248,162,164,160,163,135,161,171,193,241,193,135,164,160,171,241,261,260,193,193,242,162,135,260,163,135,248,161
241,232,233,194,248,156,156,135,160,161,134,155,193,193,248,155,156,135,155,193,194,232,248,193,233,156,161,241,160,155,248,134
232,241,212,200,205,136,136,135,171,135,155,138,211,248,232,165,136,135,138,248,200,241,232,211,212,136,135,232,171,165,205,155
232,241,212,206,214,136,136,135,138,134,135,171,241,214,260,161,136,135,171,214,206,241,260,241,212,136,134,232,138,161,214,135
193,199,233,233,211,156,136,135,161,134,155,171,211,214,232,155,136,135,171,214,233,199,232,211,233,156,134,193,161,155,211,155
232,232,242,194,211,135,135,138,161,155,161,155,211,193,232,138,135,138,155,193,194,232,232,211,242,135,155,232,161,138,211,161
260,193,206,215,260,164,135,160,155,155,160,134,260,211,193,155,135,160,134,211,215,193,193,260,206,164,155,260,155,155,260,160
248,232,215,215,241,166,139,155,134,155,160,134,248,232,248,155,139,155,134,232,215,232,248,248,215,166,155,248,134,155,241,160
241,241,194,212,248,166,139,163,155,134,161,165,248,214,241,155,139,163,165,214,212,241,241,248,194,166,134,241,155,155,248,161
260,232,194,261,205,164,156,155,155,163,155,163,193,232,248,161,156,155,163,232,261,232,248,193,194,164,163,260,155,161,205,155
232,232,233,200,248,156,166,171,138,155,155,165,260,232,199,155,166,171,165,232,200,232,199,260,233,156,155,232,138,155,248,155
205,260,194,242,248,156,164,160,155,134,161,165,241,241,241,135,164,160,165,241,242,260,241,241,194,156,134,205,155,135,248,161
260,211,212,233,193,139,166,155,161,135,138,165,232,241,260,155,166,155,165,241,233,211,260,232,212,139,135,260,161,155,193,138
241,241,200,233,260,135,156,155,155,155,138,165,248,232,260,138,156,155,165,232,233,241,260,248,200,135,155,241,155,138,260,138
232,260,233,261,241,139,166,165,160,155,138,155,214,241,260,155,166,165,155,241,261,260,260,214,233,139,155,232,160,155,241,138
248,232,215,215,260,166,166,155,163,165,134,155,241,241,232,138,166,155,155,241,215,232,232,241,215,166,165,248,163,138,260,134
232,260,212,200,205,139,139,160,161,134,163,155,241,248,211,160,139,160,155,248,200,260,211,241,212,139,134,232,161,160,205,163
232,232,233,242,205,139,166,134,155,155,160,134,193,260,241,134,166,134,134,260,242,232,241,193,233,139,155,232,155,134,205,160
232,232,215,261,241,156,139,165,155,165,155,171,241,241,232,155,139,165,171,241,261,232,232,241,215,156,165,232,155,155,241,155
260,232,200,233,241,172,139,135,155,163,134,135,260,241,241,163,139,135,135,241,233,232,241,260,200,172,163,260,155,163,241,134
260,232,249,233,241,135,156,155,155,155,138,165,205,232,241,161,156,155,165,232,233,232,241,205,249,135,155,260,155,161,241,138
260,232,261,261,214,156,166,135,160,135,165,155,211,193,260,161,166,135,155,193,261,232,260,211,261,156,135,260,160,161,214,165
232,260,215,212,214,164,156,161,134,134,163,138,248,248,232,135,156,161,138,248,212,260,232,248,215,164,134,232,134,135,214,163
232,260,215,249,241,156,162,135,134,165,135,135,241,193,193,135,162,135,135,193,249,260,193,241,215,156,165,232,134,135,241,135
260,232,206,233,205,166,136,161,155,155,155,135,241,260,248,135,136,161,135,260,233,232,248,241,206,166,155,260,155,135,205,155
205,241,212,261,241,166,156,155,161,155,163,171,260,199,232,155,156,155,171,199,261,241,232,260,212,166,155,205,161,155,241,163
260,260,212,206,232,136,156,135,161,138,165,165,241,241,260,138,156,135,165,241,206,260,260,241,212,136,138,260,161,138,232,165
260,232,194,242,248,161,166,155,155,160,165,134,205,232,248,155,166,155,134,232,242,232,248,205,194,161,160,260,155,155,248,165
214,232,261,233,248,135,166,138,155,165,155,171,205,232,232,155,166,138,171,232,233,232,232,205,261,135,165,214,155,155,248,155
199,260,261,261,211,172,156,134,134,155,161,165,241,260,193,135,156,134,165,260,261,260,193,241,261,172,155,199,134,135,211,161
241,232,242,242,214,139,156,155,160,155,138,171,211,241,232,163,156,155,171,241,242,232,232,211,242,139,155,241,160,163,214,138
232,260,200,233,248,136,139,165,155,155,163,135,205,232,248,161,139,165,135,232,233,260,248,205,200,136,155,232,155,161,248,163
199,248,233,261,241,166,139,135,155,165,135,135,241,260,241,165,139,135,135,260,261,248,241,241,233,166,165,199,155,165,241,135
232,248,206,194,260,139,156,163,161,161,161,135,211,260,232,155,156,163,135,260,194,248,232,211,206,139,161,232,161,155,260,161
232,232,206,215,260,135,162,163,135,155,171,165,205,241,214,135,162,163,165,241,215,232,214,205,206,135,155,232,135,135,260,171
248,248,261,233,214,166,156,155,155,155,160,134,241,232,248,135,156,155,134,232,233,248,248,241,261,166,155,248,155,135,214,160
248,241,261,194,241,166,172,163,155,160,135,138,211,193,260,135,172,163,138,193,194,241,260,211,261,166,160,248,155,135,241,135
241,241,212,261,205,136,156,160,134,161,160,135,241,241,214,163,156,160,135,241,261,241,214,241,212,136,161,241,134,163,205,160
241,248,233,212,260,139,136,155,155,165,134,155,248,241,232,134,136,155,155,241,212,248,232,248,233,139,165,241,155,134,260,134
232,232,233,242,214,139,156,138,135,163,155,155,214,241,241,165,156,138,155,241,242,232,241,214,233,139,163,232,135,165,214,155
232,248,200,233,193,164,136,155,155,163,135,171,232,241,232,165,136,155,171,241,233,248,232,232,200,164,163,232,155,165,193,135
214,241,233,261,232,172,136,135,155,155,161,138,241,193,199,155,136,135,138,193,261,241,199,241,233,172,155,214,155,155,232,161
260,232,215,215,241,166,136,171,135,134,138,171,214,248,232,155,136,171,171,248,215,232,232,214,215,166,134,260,135,155,241,138
260,232,200,233,241,136,162,135,161,165,171,171,205,232,232,155,162,135,171,232,233,232,232,205,200,136,165,260,161,155,241,171
241,241,261,242,193,164,156,161,134,155,134,135,241,232,248,155,156,161,135,232,242,241,248,241,261,164,155,241,134,155,193,134
214,248,242,233,211,136,156,163,155,155,163,165,241,214,193,171,156,163,165,214,233,248,193,241,242,136,155,214,155,171,211,163
214,193,233,249,214,166,135,155,161,155,163,135,260,232,232,135,135,155,135,232,249,193,232,260,233,166,155,214,161,135,214,163
211,241,194,233,241,164,136,135,135,135,160,135,205,260,232,138,136,135,135,260,233,241,232,205,194,164,135,211,135,138,241,160
232,232,242,212,205,156,139,135,161,161,155,155,241,241,232,134,139,135,155,241,212,232,232,241,242,156,161,232,161,134,205,155
248,260,215,233,260,156,166,163,160,161,138,138,248,193,241,135,166,163,138,193,233,260,241,248,215,156,161,248,160,135,260,138
260,248,215,233,214,135,166,134,138,138,135,135,214,248,248,135,166,134,135,248,233,248,248,214,215,135,138,260,138,135,214,135
248,214,242,261,214,166,166,138,161,135,155,155,193,260,241,155,166,138,155,260,261,214,241,193,242,166,135,248,161,155,214,155
260,211,249,194,193,139,172,165,160,134,165,135,232,232,232,163,172,165,135,232,194,211,232,232,249,139,134,260,160,163,193,165
241,248,233,215,205,156,139,138,155,161,155,138,241,232,241,155,139,138,138,232,215,248,241,241,233,156,161,241,155,155,205,155
205,211,249,249,260,162,139,135,160,160,160,155,248,232,232,155,139,135,155,232,249,211,232,248,249,162,160,205,160,155,260,160
193,241,242,212,232,156,166,135,155,160,155,165,232,211,232,161,166,135,165,211,212,241,232,232,242,156,160,193,155,161,232,155
232,260,194,249,260,156,164,155,155,134,135,135,193,241,232,135,164,155,135,241,249,260,232,193,194,156,134,232,155,135,260,135
232,241,233,249,193,162,135,134,138,163,155,138,248,241,232,163,135,134,138,241,249,241,232,248,233,162,163,232,138,163,193,155
211,260,233,200,260,139,139,155,135,135,135,163,214,211,260,135,139,155,163,211,200,260,260,214,233,139,135,211,135,135,260,135
211,232,215,215,241,161,156,135,163,161,161,138,193,260,260,165,156,135,138,260,215,232,260,193,215,161,161,211,163,165,241,161
232,248,200,233,193,161,164,155,134,155,165,138,241,260,232,134,164,155,138,260,233,248,232,241,200,161,155,232,134,134,193,165
232,205,212,249,211,166,166,161,155,160,134,165,211,241,248,138,166,161,165,241,249,205,248,211,212,166,160,232,155,138,211,134
241,248,206,233,248,135,139,165,135,160,161,138,211,232,232,165,139,165,138,232,233,248,232,211,206,135,160,241,135,165,248,161
232,241,249,233,241,156,166,171,161,160,161,135,193,232,232,135,166,171,135,232,233,241,232,193,249,156,160,232,161,135,241,161
260,241,249,215,193,156,161,160,135,155,165,135,260,241,214,134,161,160,135,241,215,241,214,260,249,156,155,260,135,134,193,165
260,193,206,249,214,166,156,155,135,160,155,138,232,260,248,171,156,155,138,260,249,193,248,232,206,166,160,260,135,171,214,155
232,241,233,261,241,166,136,138,155,155,155,155,211,232,260,134,136,138,155,232,261,241,260,211,233,166,155,232,155,134,241,155
232,232,261,194,260,166,162,160,138,163,161,138,232,260,232,155,162,160,138,260,194,232,232,232,261,166,163,232,138,155,260,161
248,205,212,261,241,166,136,135,134,160,165,138,205,193,248,138,136,135,138,193,261,205,248,205,212,166,160,248,134,138,241,165
214,248,233,261,232,166,136,155,135,160,138,165,260,232,241,155,136,155,165,232,261,248,241,260,233,166,160,214,135,155,232,138
232,232,233,233,193,136,166,155,160,160,165,165,241,260,260,165,166,155,165,260,233,232,260,241,233,136,160,232,160,165,193,165
260,232,200,212,193,161,136,163,165,160,155,165,248,193,260,155,136,163,165,193,212,232,260,248,200,161,160,260,165,155,193,155
193,260,261,215,260,139,136,138,163,155,161,155,211,260,260,135,136,138,155,260,215,260,260,211,261,139,155,193,163,135,260,161
241,260,242,212,241,139,161,155,155,134,155,138,214,241,260,135,161,155,138,241,212,260,260,214,242,139,134,241,155,135,241,155
232,260,261,249,241,166,139,155,155,155,161,138,260,241,232,135,139,155,138,241,249,260,232,260,261,166,155,232,155,135,241,161
260,211,233,206,260,136,156,160,135,171,135,155,205,241,232,160,156,160,155,241,206,211,232,205,233,136,171,260,135,160,260,135
232,241,194,215,241,166,139,163,155,155,134,155,248,232,232,161,139,163,155,232,215,241,232,248,194,166,155,232,155,161,241,134
214,241,194,212,248,136,139,160,155,155,160,165,232,232,205,155,139,160,165,232,212,241,205,232,194,136,155,214,155,155,248,160
260,248,206,212,248,161,135,134,171,165,165,171,211,241,211,135,135,134,171,241,212,248,211,211,206,161,165,260,171,135,248,165
232,241,212,261,193,161,139,155,155,160,155,134,205,241,248,161,139,155,134,241,261,241,248,205,212,161,160,232,155,161,193,155
232,260,249,212,214,166,166,155,160,134,138,155,248,241,214,155,166,155,155,241,212,260,214,248,249,166,134,232,160,155,214,138
248,260,242,233,241,172,156,135,134,160,135,165,248,232,241,155,156,135,165,232,233,260,241,248,242,172,160,248,134,155,241,135
260,205,249,212,241,139,156,160,161,163,155,138,199,260,232,165,156,160,138,260,212,205,232,199,249,139,163,260,161,165,241,155
232,260,249,233,260,136,135,160,135,155,135,155,248,241,241,155,135,160,155,241,233,260,241,248,249,136,155,232,135,155,260,135
205,232,233,242,232,156,139,160,155,135,155,165,248,232,211,161,139,160,165,232,242,232,211,248,233,156,135,205,155,161,232,155
232,193,249,215,248,139,136,155,134,165,160,155,248,260,260,135,136,155,155,260,215,193,260,248,249,139,165,232,134,135,248,160
232,241,212,200,248,166,166,165,163,163,138,138,241,248,232,155,166,165,138,248,200,241,232,241,212,166,163,232,163,155,248,138
241,232,249,212,248,139,166,155,165,161,135,138,193,232,232,163,166,155,138,232,212,232,232,193,249,139,161,241,165,163,248,135
211,241,233,261,248,135,139,165,135,160,165,134,205,232,248,135,139,165,134,232,261,241,248,205,233,135,160,211,135,135,248,165
232,241,194,206,241,166,135,138,155,155,163,171,241,241,232,155,135,138,171,241,206,241,232,241,194,166,155,232,155,155,241,163
260,199,194,233,248,161,136,135,155,160,161,165,248,211,260,155,136,135,165,211,233,199,260,248,194,161,160,260,155,155,248,161
232,248,215,261,241,161,136,163,155,160,161,165,205,232,232,134,136,163,165,232,261,248,232,205,215,161,160,232,155,134,241,161
232,232,249,242,193,136,164,165,171,155,163,138,205,214,232,138,164,165,138,214,242,232,232,205,249,136,155,232,171,138,193,163
248,260,261,194,211,166,136,155,155,165,163,155,241,241,232,135,136,155,155,241,194,260,232,241,261,166,165,248,155,135,211,163
241,193,249,233,241,136,156,160,165,161,160,135,211,193,232,138,156,160,135,193,233,193,232,211,249,136,161,241,165,138,241,160
232,232,261,249,232,172,135,163,163,163,155,138,211,241,241,163,135,163,138,241,249,232,241,211,261,172,163,232,163,163,232,155
232,232,206,206,205,156,136,155,161,155,161,165,260,248,260,163,136,155,165,248,206,232,260,260,206,156,155,232,161,163,205,161
241,205,194,261,193,139,166,163,155,163,134,171,214,241,232,155,166,163,171,241,261,205,232,214,194,139,163,241,155,155,193,134
241,211,215,261,248,172,136,165,155,160,155,155,193,241,248,155,136,165,155,241,261,211,248,193,215,172,160,241,155,155,248,155
232,248,212,261,260,166,164,160,134,163,155,155,211,232,260,155,164,160,155,232,261,248,260,211,212,166,163,232,134,155,260,155
232,232,212,212,193,156,156,155,160,163,161,138,241,260,232,155,156,155,138,260,212,232,232,241,212,156,163,232,160,155,193,161
260,232,206,233,205,139,172,161,155,155,160,165,205,260,260,165,172,161,165,260,233,232,260,205,206,139,155,260,155,165,205,160
232,193,215,261,248,136,139,134,163,155,165,135,232,193,232,165,139,134,135,193,261,193,232,232,215,136,155,232,163,165,248,165
248,232,261,242,205,164,156,160,138,155,165,155,193,232,232,135,156,160,155,232,242,232,232,193,261,164,155,248,138,135,205,165
232,205,194,215,248,166,136,165,163,155,161,155,248,232,241,165,136,165,155,232,215,205,241,248,194,166,155,232,163,165,248,161
232,232,200,261,241,166,156,155,155,135,163,155,211,241,260,134,156,155,155,241,261,232,260,211,200,166,135,232,155,134,241,163
260,232,200,212,211,166,135,134,163,135,155,138,214,248,232,155,135,134,138,248,212,232,232,214,200,166,135,260,163,155,211,155
232,248,242,261,193,172,156,160,163,155,134,155,211,248,232,160,156,160,155,248,261,248,232,211,242,172,155,232,163,160,193,134
232,232,194,212,241,136,136,155,155,161,161,135,241,214,232,155,136,155,135,214,212,232,232,241,194,136,161,232,155,155,241,161
248,232,242,212,248,172,156,155,165,155,161,165,260,241,232,155,156,155,165,241,212,232,232,260,242,172,155,248,165,155,248,161
214,232,215,233,241,161,156,155,155,171,161,171,193,248,241,160,156,155,171,248,233,232,241,193,215,161,171,214,155,160,241,161
232,232,194,194,241,135,156,155,155,138,163,171,241,248,248,165,156,155,171,248,194,232,248,241,194,135,138,232,155,165,241,163
232,232,233,215,232,162,166,135,155,138,135,163,260,214,232,138,166,135,163,214,215,232,232,260,233,162,138,232,155,138,232,135
232,214,233,242,193,156,136,165,134,161,138,138,248,232,260,138,136,165,138,232,242,214,260,248,233,156,161,232,134,138,193,138
260,211,206,215,241,161,164,161,160,160,138,155,248,214,211,155,164,161,155,214,215,211,211,248,206,161,160,260,160,155,241,138
232,248,215,249,205,172,166,155,134,134,165,165,248,193,260,163,166,155,165,193,249,248,260,248,215,172,134,232,134,163,205,165
260,232,249,261,241,136,156,134,160,171,161,155,241,241,260,155,156,134,155,241,261,232,260,241,249,136,171,260,160,155,241,161
248,232,194,249,248,161,164,134,160,155,135,138,232,241,211,161,164,134,138,241,249,232,211,232,194,161,155,248,160,161,248,135
232,232,200,194,214,135,136,155,134,138,161,165,205,260,241,161,136,155,165,260,194,232,241,205,200,135,138,232,134,161,214,161
241,193,233,233,193,136,156,155,155,161,155,134,248,241,199,155,156,155,134,241,233,193,199,248,233,136,161,241,155,155,193,155
248,260,206,261,241,172,156,161,163,161,161,135,248,241,193,155,156,161,135,241,261,260,193,248,206,172,161,248,163,155,241,161
